sector,avg_week_change,median_week_change,ticker_count,heimdall_intel
SPACE_DEFENSE,22.24044911397036,11.268982137460304,17,"$1.5T Trump defense budget, DoD contracts"
NUCLEAR_URANIUM,14.027296969803436,10.802113441827732,10,"DOE funding, spot $81/lb, Kazakhstan supply crunch"
BATTERY_METALS,11.136342574422509,12.425105582982576,4,N/A
BTC_MINERS_HPC,8.665441308149184,7.352945988841086,11,"HPC conversion pivot, Bitcoin $94k"
AI_INFRASTRUCTURE,4.060962314506028,2.8257505244834613,19,"CES catalysts, data center boom"
POWER_UTILITIES,-1.6351241036092221,-0.8554544052591928,17,"AI power demand, data center interconnects, Meta/Oklo deals"
